city,care_quotient,pillar,metric,raw_value,raw_unit,benchmark,score_0_100,source,vintage
houston,50.8,Economic Access to Care,SNAP Coverage Score (0-100),48.15,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),56.6,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
salt_lake_city,49.5,Social & Relational Care,Care Nonprofits Score (0-100),7.88,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",31.5,IRS Exempt Organizations Business Master File (EO BMF),April 2026
salt_lake_city,49.5,Institutional Care,Child Care Capacity Score (0-100),2.88,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",19.2,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
salt_lake_city,49.5,Institutional Care,FQHC Density Score (0-100),1.99,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",13.3,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
salt_lake_city,49.5,Economic Access to Care,Healthcare Coverage Score (0-100),53.81,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),53.8,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
salt_lake_city,49.5,Economic Access to Care,Housing Affordability Score (0-100),65.71,% of households not spending >30% of income on housing,90% not cost-burdened,73.0,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
salt_lake_city,49.5,Social & Relational Care,Library Density Score (0-100),3.99,"public library outlets per 100,000 residents","5 per 100,000",79.8,IMLS Public Libraries Survey,FY2023
salt_lake_city,49.5,Institutional Care,Nursing Home Capacity Score (0-100),27.91,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",55.8,CMS Care Compare — Nursing Home Provider Information,April 2026
salt_lake_city,49.5,Social & Relational Care,Religious Institution Density Score (0-100),140.9,"congregations per 100,000 residents","150 per 100,000",93.9,ARDA U.S. Religion Census,2020
salt_lake_city,49.5,Social & Relational Care,Residential Stability Score (0-100),79.64,% of population in same home 1+ year,95%,83.8,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
salt_lake_city,49.5,Economic Access to Care,SNAP Coverage Score (0-100),29.67,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),34.9,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
virginia_beach,49.1,Social & Relational Care,Care Nonprofits Score (0-100),6.96,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",27.8,IRS Exempt Organizations Business Master File (EO BMF),April 2026
virginia_beach,49.1,Institutional Care,Child Care Capacity Score (0-100),4.02,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",26.8,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
virginia_beach,49.1,Institutional Care,FQHC Density Score (0-100),0.44,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",2.9,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
virginia_beach,49.1,Economic Access to Care,Healthcare Coverage Score (0-100),81.47,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),81.5,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
virginia_beach,49.1,Economic Access to Care,Housing Affordability Score (0-100),66.13,% of households not spending >30% of income on housing,90% not cost-burdened,73.5,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
virginia_beach,49.1,Social & Relational Care,Library Density Score (0-100),2.18,"public library outlets per 100,000 residents","5 per 100,000",43.6,IMLS Public Libraries Survey,FY2023
virginia_beach,49.1,Institutional Care,Nursing Home Capacity Score (0-100),21.35,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",42.7,CMS Care Compare — Nursing Home Provider Information,April 2026
virginia_beach,49.1,Social & Relational Care,Religious Institution Density Score (0-100),57.68,"congregations per 100,000 residents","150 per 100,000",38.5,ARDA U.S. Religion Census,2020
virginia_beach,49.1,Social & Relational Care,Residential Stability Score (0-100),83.73,% of population in same home 1+ year,95%,88.1,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
virginia_beach,49.1,Economic Access to Care,SNAP Coverage Score (0-100),43.91,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),51.7,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
anchorage,49.0,Social & Relational Care,Care Nonprofits Score (0-100),5.7,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",22.8,IRS Exempt Organizations Business Master File (EO BMF),April 2026
anchorage,49.0,Institutional Care,Child Care Capacity Score (0-100),3.6,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",24.0,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
anchorage,49.0,Institutional Care,FQHC Density Score (0-100),1.37,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",9.1,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
anchorage,49.0,Economic Access to Care,Healthcare Coverage Score (0-100),100.0,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),100.0,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
anchorage,49.0,Economic Access to Care,Housing Affordability Score (0-100),67.67,% of households not spending >30% of income on housing,90% not cost-burdened,75.2,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
anchorage,49.0,Social & Relational Care,Library Density Score (0-100),1.37,"public library outlets per 100,000 residents","5 per 100,000",27.4,IMLS Public Libraries Survey,FY2023
anchorage,49.0,Institutional Care,Nursing Home Capacity Score (0-100),7.46,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",14.9,CMS Care Compare — Nursing Home Provider Information,April 2026
anchorage,49.0,Social & Relational Care,Religious Institution Density Score (0-100),120.17,"congregations per 100,000 residents","150 per 100,000",80.1,ARDA U.S. Religion Census,2020
anchorage,49.0,Social & Relational Care,Residential Stability Score (0-100),83.61,% of population in same home 1+ year,95%,88.0,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
anchorage,49.0,Economic Access to Care,SNAP Coverage Score (0-100),55.9,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),65.8,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
madison,46.6,Social & Relational Care,Care Nonprofits Score (0-100),8.62,"organizations per 10,000 residents (NTEE P+E+F+K)","25 per 10,000",34.5,IRS Exempt Organizations Business Master File (EO BMF),April 2026
madison,46.6,Institutional Care,Child Care Capacity Score (0-100),7.06,"licensed child care establishments per 1,000 children under 5","15 per 1,000 children under 5",47.1,"U.S. Census Bureau, County Business Patterns (NAICS 624410)",2022
madison,46.6,Institutional Care,FQHC Density Score (0-100),1.49,"Federally Qualified Health Centers per 100,000 residents","15 per 100,000",9.9,HRSA Health Center Service Delivery and Look-Alike Sites,2025/2026
madison,46.6,Economic Access to Care,Healthcare Coverage Score (0-100),57.12,ACS-based coverage rate among 0-149% FPL residents (Medicaid/CHIP),100% (note: 31 of 69 cities hit ceiling due to CHIP enrollment above FPL denominator),57.1,"U.S. Census Bureau, ACS 5-year estimates (C27007, C17002)",2022 (2018-2022 pooled)
madison,46.6,Economic Access to Care,Housing Affordability Score (0-100),63.39,% of households not spending >30% of income on housing,90% not cost-burdened,70.4,"U.S. Census Bureau, ACS 5-year estimates (B25070, B25091)",2022 (2018-2022 pooled)
madison,46.6,Social & Relational Care,Library Density Score (0-100),2.6,"public library outlets per 100,000 residents","5 per 100,000",52.0,IMLS Public Libraries Survey,FY2023
madison,46.6,Institutional Care,Nursing Home Capacity Score (0-100),16.45,"Medicare/Medicaid certified beds per 1,000 residents aged 65+","50 per 1,000 residents 65+",32.9,CMS Care Compare — Nursing Home Provider Information,April 2026
madison,46.6,Social & Relational Care,Religious Institution Density Score (0-100),69.28,"congregations per 100,000 residents","150 per 100,000",46.2,ARDA U.S. Religion Census,2020
madison,46.6,Social & Relational Care,Residential Stability Score (0-100),73.9,% of population in same home 1+ year,95%,77.8,"U.S. Census Bureau, ACS 5-year estimates (B07003)",2022 (2018-2022 pooled)
madison,46.6,Economic Access to Care,SNAP Coverage Score (0-100),38.1,estimated SNAP participation rate among likely-eligible households (0-149% FPL),85% (USDA FNS national target),44.8,"U.S. Census Bureau, ACS 5-year estimates (B22001, C17002)",2022 (2018-2022 pooled)
